Country Code,Barley_Cellulose_2030,Barley_Hemicellulose_2030,Barley_Lignin_2030,Barley_Cellulose_2040,Barley_Hemicellulose_2040,Barley_Lignin_2040,Maize_Cellulose_2030,Maize_Hemicellulose_2030,Maize_Lignin_2030,Maize_Cellulose_2040,Maize_Hemicellulose_2040,Maize_Lignin_2040,Rice_Cellulose_2030,Rice_Hemicellulose_2030,Rice_Lignin_2030,Rice_Cellulose_2040,Rice_Hemicellulose_2040,Rice_Lignin_2040,Sorghum_Cellulose_2030,Sorghum_Hemicellulose_2030,Sorghum_Lignin_2030,Sorghum_Cellulose_2040,Sorghum_Hemicellulose_2040,Sorghum_Lignin_2040,Wheat_Cellulose_2030,Wheat_Hemicellulose_2030,Wheat_Lignin_2030,Wheat_Cellulose_2040,Wheat_Hemicellulose_2040,Wheat_Lignin_2040,Protein-2030,Protein-2040
141,3048829.82,1561595.761,2602659.602,3048829.82,1561595.761,2602659.602,6090603.403,4216571.586,5153587.495,6077957.985,4207817.066,5142887.526,1081730.194,721153.4625,1231970.498,1085296.231,723530.8208,1236031.819,154418.3775,123534.702,751502.7707,154391.692,123513.3536,751372.9012,8619464.094,6124356.067,8165808.089,8619464.094,6124356.067,8165808.089,6752098.885,7163710.6
273,21379511.62,10950481.56,18250802.6,21379511.62,10950481.56,18250802.6,2481123.125,1717700.625,2099411.875,2468477.707,1708946.105,2088711.906,4072853.376,2715235.584,4638527.456,4069287.339,2712858.226,4634466.136,46235.47914,36988.38331,225012.6651,46208.79363,36967.0349,224882.7957,1448303.775,1029057.946,1372077.261,1448303.775,1029057.946,1372077.261,9855011.974,12756875.13
142,10567355.6,5412547.992,9020913.32,10567355.6,5412547.992,9020913.32,1001876.714,693606.9558,847741.8348,1014522.132,702361.4758,858441.8037,733271.912,488847.9414,835115.2332,729705.8747,486470.5831,831053.9129,91361.48296,73089.18637,444625.8837,91334.79745,73067.83796,444496.0143,363532.727,258299.5692,344399.4256,363532.727,258299.5692,344399.4256,4240015.666,5680156.78
143,1825937.907,935236.4891,1558727.482,1825937.907,935236.4891,1558727.482,1756248.426,1215864.295,1486056.36,1743603.008,1207109.775,1475356.391,1745851.118,1163900.745,1988330.44,1749417.155,1166278.104,1992391.76,136123.3716,108898.6973,662467.075,136096.6861,108877.3489,662337.2056,5476962.945,3891526.303,5188701.737,5476962.945,3891526.303,5188701.737,3963153.341,4208451.756
144,3476046.332,1780413.975,2967356.625,3476046.332,1780413.975,2967356.625,2415292.9,1672125.854,2043709.377,2402647.483,1663371.334,2033009.408,1878284.3,1252189.534,2139157.12,1881850.338,1254566.892,2143218.44,82910.2638,66328.21104,403496.6171,82936.9493,66349.55944,403626.4866,3508.765889,2493.0705,3324.094,3508.765889,2493.0705,3324.094,2745382.638,3215144.188
28,15848013.76,8117275.339,13528792.23,15848013.76,8117275.339,13528792.23,2806847.492,1943202.11,2375024.801,2794202.075,1934447.59,2364324.832,8835201.249,5890134.166,10062312.53,8838767.286,5892511.524,10066373.85,445459.6349,356367.7079,2167903.557,445432.9494,356346.3595,2167773.687,8108107.862,5761024.007,7681365.343,8108107.862,5761024.007,7681365.343,12774076.32,14926377.05
147,411838.7374,210941.7923,351569.6538,411838.7374,210941.7923,351569.6538,1901153.995,1316183.535,1608668.765,1888508.577,1307429.015,1597968.796,912140.2986,608093.5324,1038826.451,915706.3359,610470.8906,1042887.771,145012.4258,116009.9406,705727.1387,144985.7403,115988.5922,705597.2692,4511031.537,3205206.619,4273608.825,4511031.537,3205206.619,4273608.825,2898977.802,2951958.729
148,54979302.86,28160130.73,46933551.22,54979302.86,28160130.73,46933551.22,180893.1044,125233.6877,153063.396,168247.6866,116479.1676,142363.4271,1443384.924,962256.6159,1643855.052,1446950.961,964633.9742,1647916.373,365487.8899,292390.3119,1778707.731,365461.2043,292368.9635,1778577.861,894697.0454,635705.7954,847607.7273,894697.0454,635705.7954,847607.7273,18957892.46,26432048.51
149,6488605.784,3323432.231,5539053.718,6488605.784,3323432.231,5539053.718,4755821.221,3292491.614,4024156.417,4743175.803,3283737.094,4013456.449,5467162.841,3644775.227,6226491.013,5470728.878,3647152.586,6230552.334,95170.99449,76136.79559,463165.5065,95197.68,76158.144,463295.376,7035224.013,4998711.799,6664949.065,7035224.013,4998711.799,6664949.065,8444967.361,9324436.996
150,10849022.67,5556816.491,9261360.819,10849022.67,5556816.491,9261360.819,887664.0275,614536.6344,751100.331,900309.4453,623291.1544,761800.2999,565068.6582,376712.4388,643550.4162,561502.6208,374335.0805,639489.0959,10080.16478,8064.131824,49056.80193,10053.47927,8042.783418,48926.93246,952818.4455,677002.5797,902670.1063,952818.4455,677002.5797,902670.1063,4366351.362,5844799.197
150,10584097.87,5421123.3,9035205.501,10584097.87,5421123.3,9035205.501,887664.0275,614536.6344,751100.331,900309.4453,623291.1544,761800.2999,565068.6582,376712.4388,643550.4162,561502.6208,374335.0805,639489.0959,85873.36088,68698.6887,417917.0229,85846.67537,68677.3403,417787.1535,460718.8733,327352.8836,436470.5115,460718.8733,327352.8836,436470.5115,4171948.311,5614366.372
150,10584097.87,5421123.3,9035205.501,10584097.87,5421123.3,9035205.501,887664.0275,614536.6344,751100.331,900309.4453,623291.1544,761800.2999,565068.6582,376712.4388,643550.4162,561502.6208,374335.0805,639489.0959,85873.36088,68698.6887,417917.0229,85846.67537,68677.3403,417787.1535,460718.8733,327352.8836,436470.5115,460718.8733,327352.8836,436470.5115,4171948.311,5614366.372
150,11175713.25,5724145.809,9540243.014,11175713.25,5724145.809,9540243.014,887664.0275,614536.6344,751100.331,900309.4453,623291.1544,761800.2999,565068.6582,376712.4388,643550.4162,561502.6208,374335.0805,639489.0959,83383.80082,66707.04065,405801.164,83410.48632,66728.38906,405931.0334,1559648.344,1108171.192,1477561.589,1559648.344,1108171.192,1477561.589,4757281.048,6280207.19
153,22116329.47,11327876.07,18879793.45,22116329.47,11327876.07,18879793.45,314990.7173,218070.4966,266530.6069,327636.1351,226825.0166,277230.5758,1425502.771,950335.1807,1623489.267,1421936.734,947957.8225,1619427.947,106063.6155,84850.89237,516176.2619,106036.93,84829.54396,516046.3924,176911.3212,125700.1492,167600.199,176911.3212,125700.1492,167600.199,7928829.984,10939631.54
156,12381927.71,6341962.974,10569938.29,12381927.71,6341962.974,10569938.29,1298071.702,898665.0245,1098368.363,1285426.284,889910.5045,1087668.394,2599169.65,1732779.767,2960165.435,2602735.688,1735157.125,2964226.755,415945.4418,332756.3534,2024267.817,415918.7563,332735.005,2024137.947,2036495.613,1446983.725,1929311.633,2036495.613,1446983.725,1929311.633,6537086.092,8217999.12
156,12503774.59,6404372.35,10673953.92,12503774.59,6404372.35,10673953.92,1298071.702,898665.0245,1098368.363,1285426.284,889910.5045,1087668.394,2599169.65,1732779.767,2960165.435,2602735.688,1735157.125,2964226.755,381085.8732,304868.6986,1854617.916,381059.1877,304847.3501,1854488.047,2262826.994,1607798.127,2143730.837,2262826.994,1607798.127,2143730.837,6626497.897,8323982.101
157,20971352.99,10741424.7,17902374.5,20971352.99,10741424.7,17902374.5,5494.687492,3804.014418,4649.350955,18140.10531,12558.53444,15349.31987,1026352.753,684235.1689,1168901.747,1029918.791,686612.5271,1172963.067,263779.4324,211023.5459,1283726.571,263752.7469,211002.1975,1283596.702,1017830.442,723195.3141,964260.4188,1017830.442,723195.3141,964260.4188,7748247.168,10606053.21
158,253835.1041,130013.1021,216688.5035,253835.1041,130013.1021,216688.5035,1916892.287,1327079.276,1621985.781,1904246.869,1318324.756,1611285.812,1714291.454,1142860.97,1952387.49,1717857.492,1145238.328,1956448.81,152210.6924,121768.5539,740758.703,152184.0069,121747.2055,740628.8335,4282760.744,3043014.213,4057352.284,4282760.744,3043014.213,4057352.284,3083650.285,3115142.719
159,5817081.107,2979480.567,4965800.945,5817081.107,2979480.567,4965800.945,1733390.743,1200039.745,1466715.244,1720745.325,1191285.225,1456015.275,4228946.244,2819297.496,4816299.889,4232512.281,2821674.854,4820361.209,198273.1177,158618.4942,964929.1729,198246.4322,158597.1458,964799.3034,2875019.787,2042777.217,2723702.956,2875019.787,2042777.217,2723702.956,5302690.69,6090784.58
160,44950912.88,23023638.31,38372730.51,44950912.88,23023638.31,38372730.51,1424782.088,986387.5995,1205584.844,1412136.67,977633.0795,1194884.875,1930762.002,1287174.668,2198923.391,1934328.039,1289552.026,2202984.712,485435.2027,388348.1622,2362451.32,485408.5172,388326.8138,2362321.45,4656938.433,3308877.307,4411836.41,4656938.433,3308877.307,4411836.41,17815290.51,23925585.52
161,33136654.56,16972432.82,28287388.04,33136654.56,16972432.82,28287388.04,422322.3475,292377.0098,357349.6787,434967.7653,301131.5299,368049.6476,461909.7119,307939.8079,526063.8385,458343.6746,305562.4497,522002.5182,202451.487,161961.1896,985263.9035,202424.8015,161939.8412,985134.034,438117.9379,311294.3243,415059.0991,438117.9379,311294.3243,415059.0991,11325887.66,15835453.43
154,10440238.21,5347439.083,8912398.472,10440238.21,5347439.083,8912398.472,144910.949,100322.9647,122616.9568,132265.5312,91568.44467,111916.9879,1517261.283,1011507.522,1727992.017,1513695.246,1009130.164,1723930.696,109501.345,87601.07602,532906.5458,109474.6595,87579.72761,532776.6763,1318148.43,936579.1477,1248772.197,1318148.43,936579.1477,1248772.197,4563914.683,5978036.656
163,23961022.68,12272718.93,20454531.56,23961022.68,12272718.93,20454531.56,320986.3237,222221.301,271603.8124,308340.9059,213466.781,260903.8434,2911911.771,1941274.514,3316343.961,2915477.808,1943651.872,3320405.281,195294.8692,156235.8954,950435.0302,195268.1837,156214.547,950305.1607,2016567.739,1432824.446,1910432.595,2016567.739,1432824.446,1910432.595,9837479.139,13093149.08
162,8043128.618,4119651.244,6866085.406,8043128.618,4119651.244,6866085.406,3494792.773,2419471.92,2957132.346,3482147.355,2410717.4,2946432.378,450162.1483,300108.0989,512684.6689,446596.111,297730.7407,508623.3486,234317.5923,187454.0739,1140345.616,234290.9068,187432.7255,1140215.747,5597008.161,3976821.588,5302428.784,5597008.161,3976821.588,5302428.784,6201816.653,7289931.722
221,154478.6394,79123.20556,131872.0093,154478.6394,79123.20556,131872.0093,607694.7325,420711.7379,514203.2352,620340.1503,429466.2579,524903.2041,842717.0041,561811.3361,959761.0325,846283.0414,564188.6943,963822.3528,5970.625224,4776.500179,29057.04275,5997.310731,4797.848585,29186.91222,3253420.225,2311640.686,3082187.581,3253420.225,2311640.686,3082187.581,1762481.881,1789241.399
165,587724.4952,301029.6195,501716.0325,587724.4952,301029.6195,501716.0325,1609960.838,1114588.272,1362274.555,1597315.42,1105833.752,1351574.586,21595846.94,14397231.3,24595270.13,21599412.98,14399608.65,24599331.45,416321.4695,333057.1756,2026097.818,416294.784,333035.8272,2025967.949,26965890.53,19159974.85,25546633.14,26965890.53,19159974.85,25546633.14,19109851.93,19186753.33
180,17861248.06,9148444.128,15247406.88,17861248.06,9148444.128,15247406.88,348762.4192,241450.9056,295106.6624,336117.0014,232696.3856,284406.6935,3205906.55,2137271.033,3651171.348,3209472.587,2139648.391,3655232.669,131504.5632,105203.6505,639988.874,131477.8776,105182.3021,639859.0046,2048121.811,1455244.445,1940325.926,2048121.811,1455244.445,1940325.926,7950173.387,10376273.98
299,6681468.835,3422215.745,5703692.908,6681468.835,3422215.745,5703692.908,987268.9796,683493.9089,835381.4443,999914.3974,692248.429,846081.4132,1998783.613,1332522.409,2276392.448,1995217.576,1330145.05,2272331.128,4405.763908,3524.611126,21441.38435,4379.0784,3503.26272,21311.51488,93419.8653,66377.27272,88503.03029,93419.8653,66377.27272,88503.03029,3291049.342,4202709.855
166,38900085.92,19924434.25,33207390.42,38900085.92,19924434.25,33207390.42,701435.588,485609.2533,593522.4206,688790.1702,476854.7332,582822.4517,2965309.282,1976872.855,3377157.794,2968875.32,1979250.213,3381219.114,242430.9533,193944.7627,1179830.64,242404.2678,193923.4143,1179700.77,744960,529313.6842,705751.5789,744960,529313.6842,705751.5789,14379014.72,19666397.26
168,26192471.72,13415656.25,22359427.08,26192471.72,13415656.25,22359427.08,3812717.689,2639573.785,3226145.737,3800072.271,2630819.265,3215445.768,3856551.898,2571034.599,4392184.106,3860117.936,2573411.957,4396245.427,158579.9872,126863.9898,771755.9379,158553.3017,126842.6414,771626.0684,750086.0634,532955.8872,710607.8496,750086.0634,532955.8872,710607.8496,11630259.31,15189406.32
169,12538656.09,6422238.487,10703730.81,12538656.09,6422238.487,10703730.81,958713.0558,663724.4232,811218.7395,946067.638,654969.9032,800518.7706,98220.66187,65480.44125,111862.4205,101786.6992,67857.79947,115923.7408,13603.86653,10883.09322,66205.48376,13577.18102,10861.74482,66075.6143,1025189.519,728424.1321,971232.1761,1025189.519,728424.1321,971232.1761,4785756.143,6487984.231
170,539060.2819,276104.0468,460173.4114,539060.2819,276104.0468,460173.4114,6280679.921,4348163.022,5314421.472,6268034.503,4339408.502,5303721.503,9357374.937,6238249.958,10657010.35,9360940.975,6240627.317,10661071.67,319102.164,255281.7312,1552963.865,319075.4785,255260.3828,1552833.995,9911475.783,7042364.372,9389819.163,9911475.783,7042364.372,9389819.163,9784145.248,9854428.306
171,18086188.7,9263657.628,15439429.38,18086188.7,9263657.628,15439429.38,1174363.753,813021.0599,993692.4065,1161718.335,804266.5399,982992.4376,3793641.902,2529094.601,4320536.61,3797207.939,2531471.959,4324597.931,94562.61185,75650.08948,460204.711,94535.92635,75628.74108,460074.8416,1152572.591,818933.1569,1091910.876,1152572.591,818933.1569,1091910.876,8174614.571,10631307.09
172,45263230.29,23183605.76,38639342.93,45263230.29,23183605.76,38639342.93,1409406.731,975743.1214,1192574.926,1396761.313,966988.6014,1181874.957,1668992.814,1112661.876,1900797.372,1672558.852,1115039.235,1904858.692,442663.6941,354130.9552,2154296.644,442637.0085,354109.6068,2154166.775,5208997.654,3701129.912,4934839.883,5208997.654,3701129.912,4934839.883,17971368.38,24124138.56
173,7599427.62,3892389.757,6487316.261,7599427.62,3892389.757,6487316.261,805433.5561,557607.8465,681520.7013,792788.1383,548853.3265,670820.7324,337589.4628,225059.6418,384476.8882,334023.4254,222682.2836,380415.5679,25600.67644,20480.54116,124589.9587,25627.36195,20501.88956,124719.8282,1871915.608,1330045.301,1773393.734,1871915.608,1330045.301,1773393.734,3551891.267,4579711.39
174,10924580.26,5595516.72,9325861.2,10924580.26,5595516.72,9325861.2,1138670.924,788310.6399,963490.7822,1126025.507,779556.1199,952790.8132,1258618.543,839079.0288,1433426.674,1255052.506,836701.6706,1429365.354,152674.1049,122139.284,743013.9774,152647.4194,122117.9356,742884.1079,2294131.77,1630040.994,2173387.993,2294131.77,1630040.994,2173387.993,5356080.234,6836072.727
177,26769696.72,13711308.07,22852180.12,26769696.72,13711308.07,22852180.12,799457.3249,553470.4557,676463.8903,812102.7428,562224.9758,687163.8593,1001951.915,667967.9436,1141111.904,998385.878,665590.5853,1137050.583,280166.0777,224132.8621,1363474.911,280139.3922,224111.5137,1363345.042,520624.8816,369917.6791,493223.5721,520624.8816,369917.6791,493223.5721,9713820.173,13357479.68
179,1736745.91,889552.7831,1482587.972,1736745.91,889552.7831,1482587.972,2129801.194,1474477.75,1802139.472,2142446.612,1483232.27,1812839.441,795974.4873,530649.6582,906526.4994,792408.4499,528272.2999,902465.1791,81139.53099,64911.62479,394879.0508,81166.21649,64932.9732,395008.9203,445121.3646,316270.4433,421693.9243,445121.3646,316270.4433,421693.9243,1832256.146,2071482.731
117,22347989.49,11446531.2,19077552.01,22347989.49,11446531.2,19077552.01,1075985.384,744912.9581,910449.171,1063339.966,736158.4381,899749.2021,1660142.537,1106761.691,1890717.889,1656576.5,1104384.333,1886656.569,106779.6436,85423.71489,519660.9322,106752.9581,85402.36648,519531.0628,2388666.251,1697210.231,2262946.975,2388666.251,1697210.231,2262946.975,9155755.291,12189331.44
146,8568087.201,4388532.469,7314220.781,8568087.201,4388532.469,7314220.781,786658.6051,544609.8036,665634.2043,799304.0229,553364.3236,676334.1733,934079.2104,622719.4736,1063812.434,930513.173,620342.1154,1059751.114,20612.93869,16490.35095,100316.3016,20586.25318,16469.00254,100186.4321,85695.38385,60888.82537,81185.10049,85695.38385,60888.82537,81185.10049,3434481.859,4602722.47
183,8673009.526,4442273.172,7403788.62,8673009.526,4442273.172,7403788.62,667630.5551,462205.7689,564918.162,654985.1372,453451.2489,554218.193,1774123.854,1182749.236,2020529.945,1777689.891,1185126.594,2024591.265,59601.40487,47681.1239,290060.1704,59574.71936,47659.77549,289930.3009,3573639.07,2539164.602,3385552.803,3573639.07,2539164.602,3385552.803,5043822.21,6220322.364
185,9702334.543,4969488.424,8282480.707,9702334.543,4969488.424,8282480.707,52608873.47,36421527.79,44515200.63,52596228.05,36412773.27,44504500.66,10362147.19,6908098.128,11801334.3,10365713.23,6910475.486,11805395.62,878753.8713,703003.0971,4276602.174,878727.1858,702981.7487,4276472.304,46120054.69,32769512.54,43692683.39,46120054.69,32769512.54,43692683.39,42705644.91,44022133.27
184,20113867.88,10302225.01,17170375.02,20113867.88,10302225.01,17170375.02,472514.6693,327125.5403,399820.1048,485160.0871,335880.0603,410520.0737,19393.20923,12928.80615,22086.71051,15827.17189,10551.44793,18025.39021,174448.0742,139558.4594,848980.6277,174421.3887,139537.1109,848850.7583,354989.6354,252229.4778,336305.9704,354989.6354,252229.4778,336305.9704,6928771.491,9667238.274
187,172886.1988,88551.46769,147585.7795,172886.1988,88551.46769,147585.7795,27169.2976,18809.51373,22989.40567,39814.71542,27564.03375,33689.37459,443262.6599,295508.4399,504826.9182,446828.6972,297885.7981,508888.2385,1701.309482,1361.047586,8279.706146,1727.994989,1382.395991,8409.575614,377175.2638,267992.9506,357323.9342,377175.2638,267992.9506,357323.9342,372017.6494,401280.596
188,10567419.44,5412580.689,9020967.815,10567419.44,5412580.689,9020967.815,1001441.229,693305.4665,847373.348,1014086.647,702059.9865,858073.3169,732630.5656,488420.3771,834384.8108,729064.5283,486043.0188,830323.4905,91340.55716,73072.44573,444524.0448,91313.87165,73051.09732,444394.1754,363903.2905,258562.8643,344750.4857,363903.2905,258562.8643,344750.4857,4239756.131,5679905.926
189,23559701.36,12067164.11,20111940.19,23559701.36,12067164.11,20111940.19,1189589.726,823562.1179,1006575.922,1202235.144,832316.6379,1017275.891,457100.7049,304733.8033,520586.9139,453534.6676,302356.4451,516525.5936,173696.8128,138957.4502,845324.489,173670.1273,138936.1018,845194.6195,233887.9319,166183.5306,221578.0407,233887.9319,166183.5306,221578.0407,8407599.303,11614699.44
190,10665268.54,5462698.518,9104497.53,10665268.54,5462698.518,9104497.53,1001490.842,693339.8134,847415.3275,1014136.259,702094.3334,858115.2964,733416.5096,488944.3398,835279.9137,729850.4723,486566.9815,831218.5934,63383.73381,50706.98705,308467.5046,63357.04831,50685.63865,308337.6351,545629.9242,387684.4199,516912.5598,545629.9242,387684.4199,516912.5598,4311898.558,5765355.83
191,30126667.25,15430732.01,25717886.68,30126667.25,15430732.01,25717886.68,1284794.029,889472.789,1087133.409,1297439.446,898227.3091,1097833.378,321000.028,214000.0187,365583.3653,317433.9907,211622.6605,361522.045,194619.3162,155695.4529,947147.3388,194592.6307,155674.1045,947017.4693,299784.1371,213004.5185,284006.0246,299784.1371,213004.5185,284006.0246,10544287.59,14644495.08
244,55841362.94,28601673.7,47669456.16,55841362.94,28601673.7,47669456.16,1719844.248,1190661.402,1455252.825,1707198.83,1181906.882,1444552.856,1775215.17,1183476.78,2021772.832,1778781.207,1185854.138,2025834.153,513056.1617,410444.9293,2496873.32,513029.4762,410423.5809,2496743.451,5740093.78,4078487.686,5437983.581,5740093.78,4078487.686,5437983.581,21778449.15,29369845.37
192,10450106.63,5352493.64,8920822.733,10450106.63,5352493.64,8920822.733,280212.6011,193993.3392,237102.9702,267567.1833,185238.8192,226403.0013,3865367.223,2576911.482,4402223.782,3868933.261,2579288.84,4406285.102,8043.093774,6434.475019,39143.05637,8016.408267,6413.126613,39013.1869,4518822.91,3210742.594,4280990.126,4518822.91,3210742.594,4280990.126,6574703.849,7992889.21
193,20572065.61,10536911.65,17561519.42,20572065.61,10536911.65,17561519.42,146474.8191,101405.644,123940.2316,133829.4013,92651.12397,113240.2626,107017.9805,71345.32034,121881.5889,103451.9432,68967.96212,117820.2686,153670.8768,122936.7014,747864.9336,153644.1913,122915.353,747735.0641,1965876.51,1396806.994,1862409.325,1965876.51,1396806.994,1862409.325,7560529.354,10352579.85
194,827861.0025,424026.3671,706710.6119,827861.0025,424026.3671,706710.6119,5994492.951,4150033.582,5072263.267,5981847.534,4141279.062,5061563.298,2324124.509,1549416.339,2646919.579,2327690.546,1551793.697,2650980.9,141751.6065,113401.2852,689857.8184,141724.921,113379.9368,689727.9489,9480310.441,6736010.05,8981346.734,9480310.441,6736010.05,8981346.734,6778039.556,6887599.511
195,3731437.568,1911224.12,3185373.534,3731437.568,1911224.12,3185373.534,406805.1613,281634.3424,344219.7519,419450.5791,290388.8625,354919.7208,119790.4538,79860.30255,136428.0169,116224.4165,77482.94433,132366.6966,27406.33202,21925.06561,133377.4825,27379.64651,21903.71721,133247.613,661655.8618,470123.9018,626831.869,661655.8618,470123.9018,626831.869,1650780.752,2161237.012
272,11590121.92,5936403.908,9894006.513,11590121.92,5936403.908,9894006.513,42875.6562,29683.1466,36279.4014,30230.23839,20928.62657,25579.43248,141448.062,94298.70799,161093.6262,145014.0993,96676.06622,165154.9465,114183.0312,91346.42493,555690.7517,114156.3457,91325.07652,555560.8822,2273255.427,1615207.804,2153610.405,2273255.427,1615207.804,2153610.405,4723212.65,6296440.09
196,18576671.92,9514880.739,15858134.56,18576671.92,9514880.739,15858134.56,209633.9584,145131.202,177382.5802,196988.5406,136376.682,166682.6113,46798.9585,31199.30567,53298.81385,43232.92117,28821.94744,49237.49355,189735.954,151788.7632,923381.643,189709.2685,151767.4148,923251.7735,875551.5759,622102.4355,829469.914,875551.5759,622102.4355,829469.914,6555902.076,9076579.034
197,33451290.56,17133587.85,28555979.74,33451290.56,17133587.85,28555979.74,91021.85768,63015.13224,77018.49496,103667.2755,71769.65227,87718.46388,1014141.131,676094.0871,1154994.065,1017707.168,678471.4453,1159055.386,187317.5114,149854.0091,911611.8888,187290.8259,149832.6607,911482.0193,904914.5222,642965.5816,857287.4421,904914.5222,642965.5816,857287.4421,11678468.77,16233546.32
200,25718869.97,13173079.74,21955132.91,25718869.97,13173079.74,21955132.91,98072.28361,67896.19634,82984.23998,85426.86579,59141.67632,72284.27106,2629146.424,1752764.283,2994305.649,2632712.461,1755141.641,2998366.97,174204.5285,139363.6228,847795.3721,174177.843,139342.2744,847665.5026,1795646.305,1275853.954,1701138.605,1795646.305,1275853.954,1701138.605,10119250.56,13613987.73
199,9415195.002,4822416.952,8037361.587,9415195.002,4822416.952,8037361.587,558678.6633,386777.5361,472728.0997,571324.0811,395532.0561,483428.0686,1997079.628,1331386.419,2274451.799,2000645.666,1333763.777,2278513.119,42559.94034,34047.95227,207125.043,42533.25483,34026.60387,206995.1735,3859003.954,2741923.862,3655898.482,3859003.954,2741923.862,3655898.482,5417782.349,6703950.903
198,14743188.85,7551389.412,12585649.02,14743188.85,7551389.412,12585649.02,304817.6085,211027.5751,257922.5918,317463.0263,219782.0952,268622.5607,2192548.165,1461698.777,2497068.744,2196114.203,1464076.135,2501130.064,51233.9876,40987.19008,249338.7397,51260.67311,41008.53849,249468.6091,1918662.339,1363260.083,1817680.11,1918662.339,1363260.083,1817680.11,6425520.354,8436344.461
25,55011996.21,28176876.11,46961460.18,55011996.21,28176876.11,46961460.18,260493.0461,180341.3396,220417.1928,247847.6283,171586.8196,209717.2239,1463169.127,975446.0846,1666387.061,1466735.164,977823.4429,1670448.382,360683.3559,288546.6847,1755325.665,360656.6704,288525.3363,1755195.796,787909.751,559830.6126,746440.8168,787909.751,559830.6126,746440.8168,18960483.96,26439086.3
201,353269.3391,180942.8322,301571.387,353269.3391,180942.8322,301571.387,1933197.999,1338367.845,1635782.922,1920552.581,1329613.325,1625082.953,1161892.164,774594.7759,1323266.076,1158326.127,772217.4177,1319204.755,169935.3488,135948.279,827018.6973,169908.6632,135926.9306,826888.8278,3262000.906,2317737.486,3090316.648,3262000.906,2317737.486,3090316.648,2557594.608,2599888.814
202,1498692.426,767622.9497,1279371.583,1498692.426,767622.9497,1279371.583,4490026.834,3108480.116,3799253.475,4477381.417,3099725.596,3788553.506,32189.69581,21459.79721,36660.4869,28623.65848,19082.43899,32599.1666,121317.8513,97054.28104,590413.543,121291.1658,97032.93263,590283.6735,5530838.257,3929806.13,5239741.506,5530838.257,3929806.13,5239741.506,4153838.335,4351910.081
277,10673238.25,5466780.569,9111300.949,10673238.25,5466780.569,9111300.949,1261738.172,873511.0423,1067624.607,1249092.754,864756.5223,1056924.638,2074046.233,1382697.488,2362108.209,2077612.27,1385074.847,2366169.53,150786.6053,120629.2842,733828.1456,150759.9198,120607.9358,733698.2762,2977794.472,2115801.335,2821068.447,2977794.472,2115801.335,2821068.447,5874241.719,7322772.981
203,5954854.963,3050047.664,5083412.773,5954854.963,3050047.664,5083412.773,3501109.08,2423844.748,2962476.914,3488463.662,2415090.228,2951776.945,2107661.711,1405107.807,2400392.504,2104095.673,1402730.449,2396331.184,109835.414,87868.33124,534532.3484,109808.7285,87846.98283,534402.4789,3068068.851,2179943.657,2906591.543,3068068.851,2179943.657,2906591.543,5137501.77,5941611.621
38,19231279.31,9850167.452,16416945.75,19231279.31,9850167.452,16416945.75,662812.2498,458870.0191,560841.1344,675457.6676,467624.5391,571541.1033,2078961.106,1385974.07,2367705.704,2082527.143,1388351.429,2371767.024,74497.83902,59598.27121,362556.1499,74471.15351,59576.92281,362426.2804,85248.26216,60571.13364,80761.51152,85248.26216,60571.13364,80761.51152,7308203.436,9929359.456
276,266690.6715,136597.661,227662.7684,266690.6715,136597.661,227662.7684,4282525.572,2964825.396,3623675.484,4269880.154,2956070.876,3612975.515,3172439.19,2114959.46,3613055.745,3176005.228,2117336.818,3617117.065,213445.7659,170756.6128,1038769.394,213419.0804,170735.2644,1038639.525,7124308.242,5062008.488,6749344.65,7124308.242,5062008.488,6749344.65,5543504.854,5576745.644
207,30428248.93,15585200.67,25975334.46,30428248.93,15585200.67,25975334.46,479036.109,331640.3832,405338.2461,466390.6912,322885.8632,394638.2772,275160.3738,183440.2492,313377.0923,278726.4111,185817.6074,317438.4126,25438.7878,20351.03024,123802.1006,25412.10229,20329.68183,123672.2311,486454.984,345639.0676,460852.0901,486454.984,345639.0676,460852.0901,10259746.78,14394959.5
210,7913325.94,4053166.945,6755278.242,7913325.94,4053166.945,6755278.242,2610200.37,1807061.795,2208631.082,2597554.952,1798307.275,2197931.113,998034.2364,665356.1576,1136650.103,1001600.274,667733.5158,1140711.423,112304.3425,89843.47401,546547.8002,112277.657,89822.1256,546417.9307,6172684.582,4385854.835,5847806.447,6172684.582,4385854.835,5847806.447,6161173.504,7234356.691
211,16362691.74,8380890.893,13968151.49,16362691.74,8380890.893,13968151.49,1256933.809,870184.9446,1063559.377,1244288.391,861430.4245,1052859.408,1092466.856,728311.2374,1244198.364,1096032.893,730688.5956,1248259.684,96882.20975,77505.7678,471493.4208,96855.52424,77484.41939,471363.5513,4814007.702,3420479.157,4560638.875,4814007.702,3420479.157,4560638.875,7943541.835,10165838.77
212,1846489.997,945763.1691,1576271.949,1846489.997,945763.1691,1576271.949,222930.212,154336.3006,188633.2563,210284.7942,145581.7806,177933.2874,118268.5468,78845.69784,134694.7338,121834.5841,81223.05606,138756.0541,96815.77218,77452.61774,471170.0913,96789.08667,77431.26934,471040.2218,1594738.8,1133103.884,1510805.179,1594738.8,1133103.884,1510805.179,1380443.548,1628537.047
